car_company,variant,car_age,km_driven,fuel_type,seller_type,transmission_type,num_of_ownership,mileage,engine,max_power,num_of_seats,selling_price
Maruti,Alto K10 2010-2014 VXI,9,80000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5,235000
Maruti,Swift VXI Optional,5,15000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,500000
Mahindra,Others,17,150000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,120000
Skoda,Others,5,88000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,5,675000
Toyota,Others,7,80000,Diesel,Dealer,Manual,First Owner,12.99,2494,100.6,7,950000
Mahindra,Others,3,59865,Diesel,Dealer,Manual,First Owner,15.1,2179,152.87,7,1051000
Volkswagen,Others,5,60000,Diesel,Dealer,Manual,First Owner,21.49,1498,108.5,5,591000
Hyundai,i20 Asta 1.4 CRDi,6,72000,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,585000
Honda,Others,4,68140,Petrol,Dealer,Automatic,First Owner,18.0,1497,117.6,5,1025000
Maruti,Swift VDI,7,53190,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,450000
Hyundai,Others,7,70100,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,5,484999
Honda,Others,3,47725,Diesel,Dealer,Manual,First Owner,27.3,1498,98.6,5,650000
Maruti,Swift Dzire VDI,7,70195,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.02,5,434999
Ford,Figo Diesel EXI,10,77395,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.0,5,195000
Mahindra,Others,2,17000,Diesel,Dealer,Manual,First Owner,17.3,1497,121.0,8,1000000
Hyundai,Others,8,64000,Diesel,Dealer,Automatic,First Owner,14.62,1498,113.42,5,650000
Chevrolet,Beat Diesel LS,7,74321,Diesel,Dealer,Manual,First Owner,25.44,936,56.3,5,190000
Maruti,Swift Dzire ZDI,8,80235,Diesel,Dealer,Manual,Second Owner,28.4,1248,74.02,5,409999
Hyundai,Creta 1.6 CRDi AT SX Plus,5,77150,Diesel,Dealer,Automatic,First Owner,17.01,1582,126.2,5,1050000
Volkswagen,Others,6,69000,Diesel,Dealer,Automatic,First Owner,22.15,1498,108.6,5,651000
Maruti,Others,6,57000,Diesel,Dealer,Manual,First Owner,23.65,1248,88.5,5,650000
Skoda,Others,4,89000,Diesel,Dealer,Manual,First Owner,21.14,1498,103.6,5,750000
Volkswagen,Others,9,61100,Diesel,Dealer,Automatic,First Owner,14.3,1968,140.0,5,799000
Skoda,Others,11,116000,Diesel,Individual,Manual,First Owner,18.7,1896,66.0,5,355000
Hyundai,Others,6,80000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,5,600000
Maruti,Swift VDI,3,26000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,685000
Maruti,Others,3,100000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,509999
Maruti,Others,9,82300,CNG,Individual,Manual,Second Owner,26.83,796,38.4,5,150000
Maruti,Swift Dzire Vdi BSIV,4,82050,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,650000
Mahindra,XUV500 W8 4WD,9,120000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7,675000
Renault,Others,3,30000,Petrol,Individual,Automatic,First Owner,24.04,999,67.0,5,319000
Honda,Others,2,6000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5,640000
Hyundai,i20 1.2 Asta,4,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,650000
Maruti,Ertiga VDI,6,70000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,650000
Maruti,Others,11,70000,CNG,Individual,Manual,Second Owner,26.83,796,38.4,5,155000
Maruti,Ertiga VDI,6,70000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,650000
Maruti,Others,13,120000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5,175000
Hyundai,Others,7,76000,Diesel,Individual,Manual,Third Owner,24.0,1120,70.0,5,375000
Hyundai,Others,7,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,430000
Tata,Indica V2 DLS,13,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5,65000
Hyundai,Others,12,70000,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,5,150000
Hyundai,Others,2,13000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,620000
Ford,Others,8,60000,Petrol,Individual,Manual,Second Owner,14.09,1596,99.6,5,250000
Maruti,Ritz VDi,10,165000,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5,275000
Chevrolet,Others,8,120000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,10,454000
Mahindra,Others,4,30000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7,600000
Volkswagen,Vento Diesel Comfortline,10,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,400000
Mahindra,Others,14,187000,Diesel,Individual,Manual,Second Owner,19.2,1461,65.0,5,180000
Maruti,Vitara Brezza VDi,5,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,750000
Maruti,Swift VXI Optional,5,40000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,500000
Audi,Others,4,22000,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,5,2825000
Honda,Others,1,5500,Diesel,Dealer,Manual,First Owner,26.8,1597,118.0,5,2125000
Honda,Others,2,1500,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5,840000
Honda,Others,6,46000,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,7,1000000
Maruti,Baleno Alpha 1.3,4,24400,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5,740000
Volkswagen,Others,3,29899,Diesel,Dealer,Automatic,First Owner,22.15,1498,108.6,5,1290000
Toyota,Others,3,20000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,8,1800000
Hyundai,Others,1,2000,Petrol,Dealer,Manual,First Owner,20.7,1197,81.86,5,775000
Renault,Others,4,34000,Diesel,Dealer,Manual,First Owner,21.04,1461,83.8,8,695000
Hyundai,Others,3,31000,Petrol,Dealer,Automatic,First Owner,17.4,1197,81.86,5,730000
Chevrolet,Others,5,46000,Diesel,Dealer,Automatic,Second Owner,11.45,2776,197.2,7,1295000
Hyundai,Others,3,7000,Petrol,Dealer,Manual,First Owner,20.3,1086,68.0,5,540000
Maruti,Others,5,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5,434999
Force,Others,3,20000,Diesel,Dealer,Manual,First Owner,17.0,2596,80.8,5,910000
Hyundai,Creta 1.6 CRDi SX,6,59235,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,5,850000
Honda,Amaze S i-Dtech,7,48000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,520000
Mahindra,Others,3,114000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7,650000
Maruti,Swift Dzire LDi,10,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,430000
Hyundai,Others,8,144000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5,360000
Hyundai,Others,8,144000,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5,350000
Maruti,Vitara Brezza ZDi Plus Dual Tone,5,190000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,791000
Toyota,Innova 2.5 G (Diesel) 7 Seater,6,190000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,950000
Maruti,Swift VDI,2,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5,690000
Hyundai,Others,4,40000,Diesel,Individual,Manual,Second Owner,22.0,1582,126.2,5,860000
Maruti,Swift Dzire Vdi BSIV,9,100000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,371000
Tata,Others,13,60000,Diesel,Individual,Manual,Second Owner,16.8,1405,68.0,5,45000
Ford,Others,15,201000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,5,55000
Volkswagen,Vento Diesel Highline,10,110000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,240000
Maruti,Swift VDI BSIV,7,77215,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,495000
Honda,Others,6,48228,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5,671000
Maruti,Swift VDI Optional,4,58559,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,5,693000
Honda,Others,5,50856,Diesel,Dealer,Manual,First Owner,26.0,1498,98.6,5,802999
Honda,City i VTEC VX,4,18300,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5,890000
Maruti,Others,6,59292,Diesel,Dealer,Manual,First Owner,28.4,1248,74.0,5,495000
Maruti,Others,3,10000,Petrol,Dealer,Automatic,First Owner,23.1,998,67.04,5,545000
Maruti,Baleno Zeta Automatic,3,21147,Petrol,Dealer,Automatic,First Owner,21.4,1197,83.1,5,775000
Honda,Others,4,69000,Diesel,Dealer,Manual,First Owner,25.6,1498,97.9,5,925000
Mahindra,Others,2,10000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,7,1450000
Maruti,Others,3,16000,Diesel,Dealer,Automatic,First Owner,28.4,1248,74.0,5,790000
Toyota,Others,4,36000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,8,1789999
Maruti,Others,4,37000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5,620000
Maruti,Others,5,61173,Diesel,Dealer,Manual,First Owner,27.62,793,47.0,5,375000
Audi,Others,5,30000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,5,2450000
Mahindra,XUV500 W8 2WD,7,75000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7,850000
Maruti,Others,4,51000,Petrol,Dealer,Automatic,First Owner,19.56,1197,81.8,5,750000
Maruti,Others,3,17000,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5,775000
Maruti,Swift Vdi BSIII,13,100000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5,260000
Audi,Others,8,35000,Diesel,Individual,Automatic,Second Owner,17.68,1968,174.33,5,2000000
Hyundai,EON Sportz,4,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,300000
Mahindra,Others,5,91567,Diesel,Individual,Automatic,Third Owner,16.0,2179,140.0,7,1300000
Maruti,Celerio VXI,4,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,380000
Hyundai,Others,4,60000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,480000
Maruti,Alto 800 LXI,5,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,240000
Hyundai,Others,7,33400,Petrol,Individual,Manual,First Owner,17.43,1396,105.5,5,500000
Maruti,Others,6,36000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5,420000
Ford,Figo Diesel ZXI,10,180000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,130000
Maruti,Alto K10 2010-2014 VXI,9,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,110000
Maruti,Alto LX BSIII,14,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,120000
Maruti,Others,4,80000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5,700000
Maruti,Swift Dzire LDI,3,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,550000
Tata,Indigo CS LX (TDI) BS-III,7,110000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,190000
Toyota,Others,3,70000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,665000
Mahindra,Others,7,120000,Diesel,Individual,Manual,Second Owner,14.95,2489,93.7,7,445000
Hyundai,i20 Magna 1.4 CRDi (Diesel),9,92686,Diesel,Dealer,Manual,Second Owner,21.9,1396,88.76,5,340000
Hyundai,Others,12,180000,Diesel,Individual,Manual,First Owner,13.6,1991,142.0,5,330000
Tata,Others,9,80000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,270000
Mahindra,Others,6,70000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7,1044999
Maruti,Others,12,117000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5,279000
Ford,Others,3,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5,620000
Skoda,Others,14,100000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,5,250000
Hyundai,Others,9,83000,Petrol,Individual,Automatic,First Owner,15.74,1591,121.3,5,475000
Chevrolet,Cruze LTZ AT,5,67600,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,5,750000
Mitsubishi,Others,6,160000,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,7,1250000
Hyundai,EON Era Plus,7,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,250000
Honda,Amaze VX i-DTEC,8,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,445000
Volkswagen,Others,11,100000,Diesel,Individual,Manual,First Owner,15.0,1896,105.0,5,400000
Hyundai,Others,11,90000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,350000
Skoda,Others,9,140000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5,295000
Maruti,Swift Dzire VXI 1.2,3,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,600000
Toyota,Others,3,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8,1650000
Maruti,800 AC,9,30000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,100000
Ford,Others,3,13000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5,690000
Hyundai,i20 1.2 Asta,3,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,710000
Hyundai,Others,3,10000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,5,350000
Maruti,Alto K10 2010-2014 VXI,9,13000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,220000
Renault,Others,2,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,7,700000
Hyundai,EON Magna Plus,8,49500,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,198000
Hyundai,i20 1.4 CRDi Sportz,10,50000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,5,350000
Tata,Indigo CR4,10,175000,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0,5,210000
Tata,Indigo eCS LX BSIV,10,175000,Diesel,Individual,Manual,Second Owner,23.03,1396,69.0,5,210000
Maruti,Others,7,110000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5,375000
Maruti,Swift Dzire VXi,9,112048,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,5,380000
Honda,City 1.5 S MT,11,98000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5,360000
Mahindra,XUV500 W6 2WD,6,41000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,944999
Chevrolet,Others,5,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10,620000
Toyota,Others,3,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,780000
Maruti,Swift LXI,1,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,445000
Hyundai,Others,3,15000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,5,575000
Maruti,S-Cross 2017-2020 Delta DDiS 200 SH,3,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,975000
Tata,Others,2,3500,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,5,450000
Ford,Figo 1.5D Trend MT,4,56000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,495000
Toyota,Innova 2.5 G (Diesel) 7 Seater,8,215000,Diesel,Individual,Manual,First Owner,12.99,2494,100.0,7,830000
Mahindra,XUV500 W6 2WD,9,40000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,800000
Maruti,Ritz VDi,8,120000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5,300000
Mahindra,Others,18,120000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,7,200000
Honda,Others,4,30400,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5,480000
Honda,Others,4,24000,Diesel,Dealer,Manual,First Owner,21.9,1498,98.6,7,950000
Honda,Others,4,30646,Petrol,Dealer,Manual,First Owner,15.4,1497,117.3,7,840000
Hyundai,Others,4,15000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,800000
Volkswagen,Others,4,50000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5,750000
Hyundai,EON Era Plus,4,34000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,254999
Maruti,Ertiga SHVS ZDI Plus,5,54000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,725000
Mercedes-Benz,Others,5,40000,Diesel,Individual,Automatic,Second Owner,19.7,2143,134.1,5,1859000
Chevrolet,Beat LT,9,120000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,145000
Tata,Nexon 1.2 Revotron XM,3,15000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5,750000
Volkswagen,Others,4,50000,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495,5,655000
Ford,Figo Diesel ZXI,10,84000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,210000
Honda,Others,10,50000,Petrol,Individual,Manual,First Owner,17.0,1497,118.0,5,450000
Hyundai,Others,2,25000,Petrol,Individual,Automatic,Fourth Owner,20.3,1086,68.0,5,466000
Ford,Figo 1.5D Titanium MT,6,52000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,580000
Hyundai,Others,2,18500,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,430000
Tata,Indigo CS eLX BS IV,9,50000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5,155000
Datsun,RediGO 1.0 S,4,35000,Petrol,Individual,Manual,First Owner,22.5,999,67.0,5,240000
Toyota,Others,5,15500,Petrol,Individual,Manual,First Owner,16.78,1496,88.73,5,540000
Tata,Indigo CS LX (TDI) BS III,8,120000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5,250000
Tata,Indigo eCS VX BSIV,9,60000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,260000
Mahindra,Scorpio LX,10,80000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,9,550000
Ford,Others,7,43011,Petrol,Dealer,Manual,First Owner,18.88,999,123.37,5,550000
Renault,Duster 110PS Diesel RxL,6,136000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,600000
Ford,Figo Aspire 1.5 TDCi Titanium,4,15000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5,550000
Mahindra,Bolero SLX,10,110000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,370000
Hyundai,i10 Magna 1.1L,13,100000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5,250000
Maruti,Alto LXi BSIII,16,70000,Petrol,Individual,Manual,Fourth Owner,19.7,796,46.3,5,125000
Tata,Indica Vista Aqua 1.4 TDI,11,110000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,5,200000
Honda,Others,4,127991,Diesel,Dealer,Manual,First Owner,25.5,1498,98.6,5,675000
Tata,Others,11,65000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5,290000
Maruti,Others,3,20000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,889000
Volkswagen,Others,5,60000,Petrol,Individual,Manual,First Owner,17.0,1198,73.75,5,400000
Renault,KWID RXT Optional,3,13120,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,390000
Jeep,Others,4,87500,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,1550000
Hyundai,Verna 1.6 SX CRDi (O),7,125000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,600000
Hyundai,Others,3,25000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,5,800000
Maruti,Ertiga ZDI,8,120000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.8,7,600000
Hyundai,Others,6,35000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5,795000
Hyundai,i20 Asta Option 1.4 CRDi,5,25000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,735000
Skoda,Others,16,120000,Diesel,Individual,Manual,Third Owner,16.4,1896,90.0,5,250000
Renault,Others,3,25000,Petrol,Individual,Automatic,First Owner,24.04,999,67.0,5,400000
Hyundai,Others,16,79000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,5,130000
Renault,Others,6,125000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,8,600000
Mahindra,Others,7,140000,Diesel,Individual,Manual,First Owner,14.0,2489,95.0,8,395000
Hyundai,i20 Active 1.4 SX,5,80000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,720000
Honda,Others,10,110000,Petrol,Individual,Manual,Third Owner,16.8,1497,116.4,5,450000
Ford,Others,3,25000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,700000
Honda,Others,6,46000,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,7,1000000
Hyundai,Others,1,1000,Petrol,Individual,Manual,First Owner,20.3,1086,68.07,5,500000
Maruti,Others,14,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4,125000
Renault,Others,6,80000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,8,690000
Jeep,Others,4,120000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5,1550000
Tata,Others,8,110000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,5,170000
Fiat,Others,11,110000,Diesel,Individual,Manual,Third Owner,20.4,1248,91.7,5,275000
Toyota,Others,14,200000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,500000
Volkswagen,Others,8,80000,Diesel,Individual,Manual,Second Owner,19.33,1968,138.1,5,950000
Maruti,Swift Dzire ZDI,2,24000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,802999
Maruti,Swift Dzire VDI,8,150000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,470000
Renault,KWID RXT,6,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,300000
Renault,Duster 110PS Diesel RxL,7,116000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,600000
Ford,Figo Diesel Celebration Edition,8,104300,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,5,275000
Mahindra,Others,3,30000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6,700000
Volkswagen,Ameo 1.5 TDI Comfortline,1,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5,800000
Audi,Others,7,60000,Diesel,Individual,Automatic,First Owner,17.68,1968,174.33,5,2200000
Hyundai,Verna CRDi SX ABS,14,121000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5,245000
Hyundai,Verna CRDi SX,11,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,5,310000
Hyundai,Verna CRDi SX ABS,14,120000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,5,245000
Volkswagen,Others,10,110000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,5,450000
Volkswagen,Others,8,84000,Diesel,Individual,Automatic,Second Owner,16.96,1968,138.03,5,850000
Honda,Others,17,120000,Petrol,Individual,Automatic,Third Owner,10.1,2354,152.0,5,325000
Maruti,Swift VDI,8,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5,409999
Hyundai,Creta 1.6 CRDi SX Option,6,73500,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,1000000
Hyundai,Others,5,34000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5,590000
Nissan,Others,2,23000,Diesel,Individual,Manual,First Owner,20.45,1461,108.5,5,1200000
Ford,Others,13,163000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,5,175000
Chevrolet,Others,10,119000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,5,300000
Toyota,Innova Crysta 2.8 ZX AT BSIV,4,50000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7,2175000
Honda,City i-DTEC VX,2,10500,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,1110000
Volkswagen,Vento Diesel Highline,8,155000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,325000
Ford,Others,11,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,5,325000
Honda,City 2017-2020 GXi,13,75000,Petrol,Individual,Manual,First Owner,17.7,1497,78.0,5,280000
Honda,Others,5,80000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,765000
Honda,City i DTEC V,7,120000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5,640000
Tata,Others,14,120000,Diesel,Individual,Manual,Third Owner,17.88,1396,52.8,5,65000
Skoda,Others,14,175000,Diesel,Individual,Manual,Second Owner,18.7,1896,66.0,5,195000
Maruti,Alto 800 LXI,4,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,295000
Maruti,Swift Dzire ZDI,9,100000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,625000
Maruti,Others,12,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,160000
Maruti,Celerio VXI,6,84000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5,330000
Ford,Others,11,50000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,5,180000
Maruti,Others,9,35000,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,5,150000
Hyundai,i10 Era,10,30000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,300000
Hyundai,Others,3,2388,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,730000
Maruti,Others,4,16200,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,650000
Maruti,Others,2,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.1,5,366000
Hyundai,Others,2,5000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5,1149000
Datsun,Others,5,42000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,150000
Hyundai,Santro Xing GL Plus,8,120000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,187000
Tata,Safari DICOR 2.2 LX 4x2,10,60000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.03,7,425000
Maruti,800 Std,9,76000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,150000
Ford,Others,3,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,5,620000
Skoda,Others,14,100000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,5,250000
Hyundai,Others,9,83000,Petrol,Individual,Automatic,First Owner,15.74,1591,121.3,5,475000
Chevrolet,Cruze LTZ AT,5,67600,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,5,750000
Mitsubishi,Others,6,160000,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,7,1250000
Hyundai,EON Era Plus,7,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,250000
Honda,Amaze VX i-DTEC,8,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,445000
Volkswagen,Others,11,100000,Diesel,Individual,Manual,First Owner,15.0,1896,105.0,5,400000
Hyundai,Others,11,90000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5,350000
Skoda,Others,9,140000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5,295000
Maruti,Swift Dzire VXI 1.2,3,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,600000
Toyota,Others,3,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,8,1650000
Maruti,800 AC,9,30000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,100000
